isDGA,domain,host,subclass
dga,h7zxr560xfcnt53ybzkvy73d,h7zxr560xfcnt53ybzkvy73d.biz,newgoz
dga,ymxppgnlnqssxj,ymxppgnlnqssxj.ru,cryptolocker
dga,17tqs7hrc1ks41r9pshh3y85e5,17tqs7hrc1ks41r9pshh3y85e5.net,gameoverdga
dga,mvdqyvicufag,mvdqyvicufag.cx,necurs
dga,pmfynbgbwppciysqrwc,pmfynbgbwppciysqrwc.biz,necurs
dga,mhwbaxuggqljvrq,mhwbaxuggqljvrq.ru,cryptolocker
dga,55ae8qhddft61ou1pz0164s09f,55ae8qhddft61ou1pz0164s09f.org,newgoz
dga,lookloud,lookloud.net,nivdort
dga,faydvgvrjxff,faydvgvrjxff.ru,cryptolocker
dga,ed367feca98463b635311beb7bbcafa1,ed367feca98463b635311beb7bbcafa1.org,bamital
dga,i8pyn57o8pkx1mjx16bfxsi9e,i8pyn57o8pkx1mjx16bfxsi9e.com,gameoverdga
dga,mylpeiieyigq,mylpeiieyigq.com,cryptolocker
dga,frnpibwgoswh,frnpibwgoswh.ru,cryptolocker
dga,btoovqsxlmlkgb,btoovqsxlmlkgb.mx,necurs
dga,oepanqkudxvnbk,oepanqkudxvnbk.ru,cryptolocker
dga,up8qmq1vbyows1y8do6d9zbul,up8qmq1vbyows1y8do6d9zbul.org,gameoverdga
dga,lbcpgbdpoala,lbcpgbdpoala.org,cryptolocker
dga,ny9lgxo4dss115eh8nt1mn7kyw,ny9lgxo4dss115eh8nt1mn7kyw.net,gameoverdga
dga,wxavrvpqwxgqqpr,wxavrvpqwxgqqpr.ru,cryptolocker
dga,srqgunxbhlhdsw,srqgunxbhlhdsw.ru,cryptolocker
dga,drktaxawbjvlt,drktaxawbjvlt.ru,cryptolocker
dga,sickhand,sickhand.net,nivdort
dga,gg04jf8nw38g1gycfkn19rilmg,gg04jf8nw38g1gycfkn19rilmg.org,newgoz
dga,gnpcuseginswtl,gnpcuseginswtl.sc,necurs
dga,e74gy61ii122415gqqy214mhd9e,e74gy61ii122415gqqy214mhd9e.com,newgoz
dga,otbuepgfjygxs,otbuepgfjygxs.ru,cryptolocker
dga,tudwdwvejgeoquufffqc,tudwdwvejgeoquufffqc.xxx,necurs
dga,wc08jo67jvmn1qmx84p1hnld6f,wc08jo67jvmn1qmx84p1hnld6f.com,gameoverdga
dga,wsbwkvmrfsexq,wsbwkvmrfsexq.ru,cryptolocker
dga,pgaundxxvfavhyj,pgaundxxvfavhyj.ru,cryptolocker
dga,madefine,madefine.net,nivdort
dga,gscfmlbynncb,gscfmlbynncb.ru,cryptolocker
dga,f9f3dlhrqnernnmjw3grqrev,f9f3dlhrqnernnmjw3grqrev.org,gameoverdga
dga,10vnyko1wuvnc6mgy10figs3so,10vnyko1wuvnc6mgy10figs3so.com,gameoverdga
dga,156a12869a1ba6cac94b53e46a5fa6fa,156a12869a1ba6cac94b53e46a5fa6fa.info,bamital
dga,emjtngnofbny,emjtngnofbny.ru,cryptolocker
dga,urrkunogmoyjrv,urrkunogmoyjrv.ru,cryptolocker
dga,triedfloor,triedfloor.net,nivdort
dga,1wy3qq58siqqwezohjee4z4lz,1wy3qq58siqqwezohjee4z4lz.com,gameoverdga
dga,fvahwafvddmw,fvahwafvddmw.ru,cryptolocker
dga,1xoskj61vmu50f1nnrud21aphtji,1xoskj61vmu50f1nnrud21aphtji.net,newgoz
dga,egtfacvrhwseegu,egtfacvrhwseegu.ru,cryptolocker
dga,xdoflxjispncikd,xdoflxjispncikd.ru,cryptolocker
dga,afrbwtkttpxrbpxlbomp,afrbwtkttpxrbpxlbomp.net,necurs
dga,dreamopen,dreamopen.net,nivdort
dga,orollcrnpvfd,orollcrnpvfd.ru,cryptolocker
dga,svxfkefchhycu,svxfkefchhycu.ru,cryptolocker
dga,ajvwvxedxsptd,ajvwvxedxsptd.ru,cryptolocker
dga,auldddlguyipsv,auldddlguyipsv.com,cryptolocker
dga,xealquduybbmy,xealquduybbmy.ru,cryptolocker
dga,6uwvg11s4pc8mef3sj1ws4bmy,6uwvg11s4pc8mef3sj1ws4bmy.biz,newgoz
dga,etfidsvhyinsnr,etfidsvhyinsnr.ru,cryptolocker
dga,iocxjxffxyfnejt,iocxjxffxyfnejt.com,cryptolocker
dga,mjvxijygrdvvnq,mjvxijygrdvvnq.ru,cryptolocker
dga,njgirsinbiiih,njgirsinbiiih.ru,cryptolocker
dga,ynkqbdqldurpq,ynkqbdqldurpq.ru,cryptolocker
dga,04655d8cac2f6365935fb07dd1ccc1fb,04655d8cac2f6365935fb07dd1ccc1fb.co.cc,bamital
dga,buprfkptjydym,buprfkptjydym.ru,cryptolocker
dga,16353c31af572594747d77babfa4edc0,16353c31af572594747d77babfa4edc0.org,bamital
dga,oqyyvagijhvly,oqyyvagijhvly.net,cryptolocker
dga,veygwjtrbwqqo,veygwjtrbwqqo.ru,cryptolocker
dga,60ee2c804837e72983b33cb61763cc1f,60ee2c804837e72983b33cb61763cc1f.cz.cc,bamital
dga,muyotgmnxfdvuoiaomw,muyotgmnxfdvuoiaomw.nu,necurs
dga,cdbkbsxtsvyoo,cdbkbsxtsvyoo.ru,cryptolocker
dga,pbldyrqwyicuxr,pbldyrqwyicuxr.net,cryptolocker
dga,fgraoikvjljfre,fgraoikvjljfre.ru,cryptolocker
dga,hbudmbqgpmbvklscmfgde,hbudmbqgpmbvklscmfgde.ru,goz
dga,aqhaeamftkdcapprqsucpr,aqhaeamftkdcapprqsucpr.ru,goz
dga,p51404ozbcy11283t891svrx1a,p51404ozbcy11283t891svrx1a.org,newgoz
dga,1ajqdvq1ub3bc1r5ufpf1lmyt5x,1ajqdvq1ub3bc1r5ufpf1lmyt5x.com,gameoverdga
dga,vxnosiooruhj,vxnosiooruhj.net,cryptolocker
dga,1ygdkfh19hryve18cculnb43se0,1ygdkfh19hryve18cculnb43se0.net,gameoverdga
dga,1kt5gafe0jg1m1a4qlt010tzk7g,1kt5gafe0jg1m1a4qlt010tzk7g.com,gameoverdga
dga,yqnbwbbkpmm,yqnbwbbkpmm.jp,necurs
dga,thisheat,thisheat.net,nivdort
dga,lvomusdrmffmdtf,lvomusdrmffmdtf.ru,cryptolocker
dga,rockscene,rockscene.net,nivdort
dga,8b4bb5800e8095fd927163cd5781c480,8b4bb5800e8095fd927163cd5781c480.info,bamital
dga,a2d41534d1b822bac795f0850629c334,a2d41534d1b822bac795f0850629c334.info,bamital
dga,gjpaoyygjoxp,gjpaoyygjoxp.ru,cryptolocker
dga,5ke1jrrepmux17ijgiyvc6klg,5ke1jrrepmux17ijgiyvc6klg.biz,newgoz
dga,utxlusktkwexqyj,utxlusktkwexqyj.ru,cryptolocker
dga,gqvjplrboh,gqvjplrboh.cx,necurs
dga,gwbyfdmdgjjhe,gwbyfdmdgjjhe.co.uk,cryptolocker
dga,drinkprice,drinkprice.net,nivdort
dga,flqnvntrkete,flqnvntrkete.ru,cryptolocker
dga,bcmzty14oq3411gelffg1o7j011,bcmzty14oq3411gelffg1o7j011.com,gameoverdga
dga,xgxuvhgwwyvdl,xgxuvhgwwyvdl.ru,cryptolocker
dga,3ab5615fa5184f6cff6d97ee41b8f8d9,3ab5615fa5184f6cff6d97ee41b8f8d9.cz.cc,bamital
dga,8a40590fd36a5bf80672378eb7a6bb49,8a40590fd36a5bf80672378eb7a6bb49.cz.cc,bamital
dga,212ac11c73b1202a308ad444e5202dea,212ac11c73b1202a308ad444e5202dea.org,bamital
dga,yardfool,yardfool.net,nivdort
dga,7de188fa9ce3220bedae0b7a1d5fb48f,7de188fa9ce3220bedae0b7a1d5fb48f.cz.cc,bamital
dga,jumpfool,jumpfool.net,nivdort
dga,phfunajqimhmc,phfunajqimhmc.ru,cryptolocker
dga,mostnoise,mostnoise.net,nivdort
dga,jfkntxcdtolcqcifahmswvsxto,jfkntxcdtolcqcifahmswvsxto.ru,goz
dga,qcqtzdpreugmjflzpjvovzxpj,qcqtzdpreugmjflzpjvovzxpj.ru,goz
dga,7ec056269642faca546ee17f0005516b,7ec056269642faca546ee17f0005516b.co.cc,bamital
dga,0fd746760925e65eb191bde77f998583,0fd746760925e65eb191bde77f998583.info,bamital
dga,uwfspwxtdtcrt,uwfspwxtdtcrt.ru,cryptolocker
dga,kcklwlakeprirh,kcklwlakeprirh.com,cryptolocker
dga,hmrjovsrcjtwtf,hmrjovsrcjtwtf.net,cryptolocker
dga,ayhod81wn0www8hx69r4xrc67,ayhod81wn0www8hx69r4xrc67.biz,gameoverdga
dga,southstood,southstood.net,nivdort
dga,lqkesvtmuakw,lqkesvtmuakw.cm,necurs
dga,8aw7r415c7wmd1rmq6ewhmeyf3,8aw7r415c7wmd1rmq6ewhmeyf3.com,newgoz
dga,cuysnlglyfqusmv,cuysnlglyfqusmv.ru,cryptolocker
dga,mfumehmxooyep,mfumehmxooyep.ru,cryptolocker
dga,108p7gk1f6jhgr1vf0kbsnqdbwr,108p7gk1f6jhgr1vf0kbsnqdbwr.org,gameoverdga
dga,yjugpvrdafrn,yjugpvrdafrn.ru,cryptolocker
dga,fkvbfyrkkeruusy,fkvbfyrkkeruusy.ru,cryptolocker
dga,wishkind,wishkind.net,nivdort
dga,j01jsv16wum5w1cremnr1i5j0il,j01jsv16wum5w1cremnr1i5j0il.com,newgoz
dga,133ixtv1cf0ept28eita16ada5f,133ixtv1cf0ept28eita16ada5f.org,newgoz
dga,hrfctwglidu,hrfctwglidu.co,necurs
dga,cnvbbymupmatdhg,cnvbbymupmatdhg.ru,cryptolocker
dga,8db6cd1e411807eb60f981456623b8b4,8db6cd1e411807eb60f981456623b8b4.info,bamital
dga,trdgwlpkfjicafdswbu,trdgwlpkfjicafdswbu.cx,necurs
dga,sicksince,sicksince.net,nivdort
dga,tvlggttaypybkwk,tvlggttaypybkwk.ru,cryptolocker
dga,gladjuly,gladjuly.net,nivdort
dga,oybvvnwimdhx,oybvvnwimdhx.ru,cryptolocker
dga,yardcome,yardcome.net,nivdort
dga,1hpxwss1ubic2h1f4t71n527mwk,1hpxwss1ubic2h1f4t71n527mwk.biz,newgoz
dga,csgdvcdrtrsoki,csgdvcdrtrsoki.ru,cryptolocker
dga,huzplswnrfmpjbqrgnhiineiwoij,huzplswnrfmpjbqrgnhiineiwoij.ru,goz
dga,gfktbpqmthoqh,gfktbpqmthoqh.ru,cryptolocker
dga,grsfalsvadpbikg,grsfalsvadpbikg.org,necurs
dga,southfood,southfood.net,nivdort
dga,1th1rqs15uwj08180yfu213civwp,1th1rqs15uwj08180yfu213civwp.net,gameoverdga
dga,2xwxncxi3jvwtvwpe0hecp6u,2xwxncxi3jvwtvwpe0hecp6u.net,newgoz
dga,hfkdxvomvgpxeok,hfkdxvomvgpxeok.ru,cryptolocker
dga,1vx4h32kpl3nlh8ipw4927ta3,1vx4h32kpl3nlh8ipw4927ta3.net,gameoverdga
dga,kgvmmylyflrqml,kgvmmylyflrqml.ru,cryptolocker
dga,uponmoon,uponmoon.net,nivdort
dga,ikhduuetkasfasd,ikhduuetkasfasd.ru,cryptolocker
dga,xiuyyvfbecopac,xiuyyvfbecopac.ru,cryptolocker
dga,1wj5zbc197kktiu1pv8qgrxuzr,1wj5zbc197kktiu1pv8qgrxuzr.com,newgoz
dga,91e7c8f4b6c8ac93061aa5e385acf672,91e7c8f4b6c8ac93061aa5e385acf672.co.cc,bamital
dga,modpk6hkxym41ry7eucyv5psr,modpk6hkxym41ry7eucyv5psr.com,newgoz
dga,xdosiupocrft,xdosiupocrft.ru,cryptolocker
dga,dkfhkcatanpl,dkfhkcatanpl.ru,cryptolocker
dga,udqfjawqwtomqkg,udqfjawqwtomqkg.ru,cryptolocker
dga,a4e1ba932ecd1fd987f0ed40d6074b5e,a4e1ba932ecd1fd987f0ed40d6074b5e.info,bamital
dga,bozdgmekzxonjvshqbugywcayjvzd,bozdgmekzxonjvshqbugywcayjvzd.ru,goz
dga,rockride,rockride.net,nivdort
dga,qsdaypnxgutoscwksvoduerwlv,qsdaypnxgutoscwksvoduerwlv.ru,goz
dga,dfjpnpvmfgbb,dfjpnpvmfgbb.ru,cryptolocker
dga,vtxqkcsptokcb,vtxqkcsptokcb.mx,necurs
dga,kbabrtlrnkylh,kbabrtlrnkylh.ru,cryptolocker
dga,gexylvyiiovylbw,gexylvyiiovylbw.ru,cryptolocker
dga,a44fdca30e32f784fccdcb75cf368811,a44fdca30e32f784fccdcb75cf368811.cz.cc,bamital
dga,gidctvpgji,gidctvpgji.so,necurs
dga,lgwbqmrqfykpjv,lgwbqmrqfykpjv.ru,cryptolocker
dga,yxuoypgefakvxsgiizscuwlhae,yxuoypgefakvxsgiizscuwlhae.ru,goz
dga,1h956r71e1o10219yzyiq1cb9zoi,1h956r71e1o10219yzyiq1cb9zoi.com,gameoverdga
dga,hejaearketqqxa,hejaearketqqxa.ru,cryptolocker
dga,tbeayssltcusvcgebivohmep,tbeayssltcusvcgebivohmep.ru,goz
dga,wkfwjuyfjywtkd,wkfwjuyfjywtkd.ru,cryptolocker
dga,mymtrepsojviic,mymtrepsojviic.ru,cryptolocker
dga,1ozsk5qll8k9zffte2u16u7vpu,1ozsk5qll8k9zffte2u16u7vpu.biz,newgoz
dga,krcudlqlpujdkthoqhw,krcudlqlpujdkthoqhw.cm,necurs
dga,feltbreak,feltbreak.net,nivdort
dga,qkkxgedemxhrkw,qkkxgedemxhrkw.ru,cryptolocker
dga,xnxpkchsuwqlclaqc,xnxpkchsuwqlclaqc.pro,necurs
dga,septemberseven,septemberseven.net,nivdort
dga,naeeuygehujrglduiorkaqp,naeeuygehujrglduiorkaqp.ru,goz
dga,feoupxhbvprmig,feoupxhbvprmig.cm,necurs
dga,vcmhafjqmndugcr,vcmhafjqmndugcr.ru,cryptolocker
dga,xtaydigeantpb,xtaydigeantpb.ru,cryptolocker
dga,cyawjulaosdwqfl,cyawjulaosdwqfl.co.uk,cryptolocker
dga,odcgctwvipvajh,odcgctwvipvajh.ms,necurs
dga,hbinbynod4ic16m867i2vbahj,hbinbynod4ic16m867i2vbahj.com,newgoz
dga,yardpage,yardpage.net,nivdort
dga,wifelate,wifelate.net,nivdort
dga,qh4sbef5nuw3sc5eabaxizm5,qh4sbef5nuw3sc5eabaxizm5.org,newgoz
dga,eehdweugwwutgwnwabeun,eehdweugwwutgwnwabeun.sc,necurs
dga,sraqanorwnamdr,sraqanorwnamdr.ru,cryptolocker
dga,zel5ekr611zntko7k81k7hmt6,zel5ekr611zntko7k81k7hmt6.com,gameoverdga
dga,gkm9yf1kbq3oztzv49tcclbl5,gkm9yf1kbq3oztzv49tcclbl5.net,newgoz
dga,4rrjwg1ajdc6zfesf9w23oq5v,4rrjwg1ajdc6zfesf9w23oq5v.com,newgoz
dga,zy7qzdbg2tk49gk15sm0angh,zy7qzdbg2tk49gk15sm0angh.org,newgoz
dga,1ng6ew18tyo7l1wuezc01ik73sx,1ng6ew18tyo7l1wuezc01ik73sx.biz,newgoz
dga,w1hv7t10b3oveo7u7nrrja7st,w1hv7t10b3oveo7u7nrrja7st.com,gameoverdga
dga,b7b5c5f8ba3a419b6a2c7d391a169785,b7b5c5f8ba3a419b6a2c7d391a169785.info,bamital
dga,uxkrmvknzhqkpvjzpzuwhljrkvc,uxkrmvknzhqkpvjzpzuwhljrkvc.ru,goz
dga,8501ef78ef5d92d3705073acdaec9db4,8501ef78ef5d92d3705073acdaec9db4.org,bamital
dga,xlyypsqbcbdh,xlyypsqbcbdh.in,necurs
dga,dxptmhbsivkm,dxptmhbsivkm.co.uk,cryptolocker
dga,1p80wxy1jylrbv1te9fvqihunym,1p80wxy1jylrbv1te9fvqihunym.com,newgoz
dga,gcyljrvl6xdc1fcim981voqapg,gcyljrvl6xdc1fcim981voqapg.com,gameoverdga
dga,ikfsvoubltbclc,ikfsvoubltbclc.ru,cryptolocker
dga,wsqepejfquotmlfl,wsqepejfquotmlfl.co,necurs
dga,w3y4z91qsqg0t1clepcq1qyubcd,w3y4z91qsqg0t1clepcq1qyubcd.biz,newgoz
dga,dreampage,dreampage.net,nivdort
dga,gugcaxgwlhefbqfgja,gugcaxgwlhefbqfgja.cx,necurs
dga,ixywvfmfwskawn,ixywvfmfwskawn.ru,cryptolocker
dga,riiuvsxuchdaxmx,riiuvsxuchdaxmx.ru,cryptolocker
dga,xlyeyjhnjipovut,xlyeyjhnjipovut.ru,cryptolocker
dga,whmalfqxnrxo,whmalfqxnrxo.ru,cryptolocker
dga,musicshow,musicshow.net,nivdort
dga,sundayslow,sundayslow.net,nivdort
dga,mbyhfysivwxmr,mbyhfysivwxmr.biz,cryptolocker
dga,kcix831h0r26h1j5ybf9c91ki9,kcix831h0r26h1j5ybf9c91ki9.net,gameoverdga
dga,cwkzlcuthxgqgxgrwhkvfy,cwkzlcuthxgqgxgrwhkvfy.ru,goz
dga,gladoctover,gladoctover.net,nivdort
dga,rockfine,rockfine.net,nivdort
dga,otqknywqcrmtsdb,otqknywqcrmtsdb.ru,cryptolocker
dga,e1caf8f3e1d2a2ff0f65884ce942bdcf,e1caf8f3e1d2a2ff0f65884ce942bdcf.co.cc,bamital
dga,rockthey,rockthey.net,nivdort
dga,1z0lum919oa7dz1mkygrl1m8dmlz,1z0lum919oa7dz1mkygrl1m8dmlz.net,newgoz
dga,offerhello,offerhello.net,nivdort
dga,eoybvc1mvsjl1q3npoex8gkip,eoybvc1mvsjl1q3npoex8gkip.com,newgoz
dga,mostpast,mostpast.net,nivdort
dga,ftpyehupitwwo,ftpyehupitwwo.ru,cryptolocker
dga,lordlight,lordlight.net,nivdort
dga,aybswhnbdpudrs,aybswhnbdpudrs.ru,cryptolocker
dga,mfmcbajlhddvuw,mfmcbajlhddvuw.ru,cryptolocker
dga,264adedb37e924fb2147e9b14d340b78,264adedb37e924fb2147e9b14d340b78.org,bamital
dga,2fffa5274962ff4514656279327ca02a,2fffa5274962ff4514656279327ca02a.co.cc,bamital
dga,vqcceveymewaw,vqcceveymewaw.ru,cryptolocker
dga,kwyrvwqjvcoxd,kwyrvwqjvcoxd.ru,cryptolocker
dga,uponfool,uponfool.net,nivdort
dga,23c6c55333389655e8b56ca5add8a60b,23c6c55333389655e8b56ca5add8a60b.info,bamital
dga,swicliupfclvtf,swicliupfclvtf.ru,cryptolocker
dga,oorbtiftatuxjq,oorbtiftatuxjq.ru,cryptolocker
dga,ysqoylrlhnovsr,ysqoylrlhnovsr.info,cryptolocker
dga,1letcje13m6lk8fpjo5a1dhtiol,1letcje13m6lk8fpjo5a1dhtiol.biz,gameoverdga
dga,vpvuaconbohvsdh,vpvuaconbohvsdh.ru,cryptolocker
dga,hangcount,hangcount.net,nivdort
dga,d2b4fd3c9c806ffc022d401a6438a12c,d2b4fd3c9c806ffc022d401a6438a12c.co.cc,bamital
dga,rockearth,rockearth.net,nivdort
dga,nyvccjxpemjku,nyvccjxpemjku.ru,cryptolocker
dga,whjulvqbdyniibg,whjulvqbdyniibg.sh,necurs
dga,gpkfcckneuvx,gpkfcckneuvx.ru,cryptolocker
dga,orpdauwsadjang,orpdauwsadjang.mn,necurs
dga,pyonyuhttdljr,pyonyuhttdljr.ru,cryptolocker
dga,8xqeu31o9lxtbdhs3ep1jtt9r1,8xqeu31o9lxtbdhs3ep1jtt9r1.com,newgoz
dga,dexfrerwsqgp,dexfrerwsqgp.ru,cryptolocker
dga,pruwjbbehlzydawxgwuocaau,pruwjbbehlzydawxgwuocaau.ru,goz
dga,tkzmhp15matdi10ihgkf1oqs15m,tkzmhp15matdi10ihgkf1oqs15m.biz,newgoz
dga,uxcaoamlvgwnysia,uxcaoamlvgwnysia.sx,necurs
dga,x3o976z1hn9xjd30f9qdkfqg,x3o976z1hn9xjd30f9qdkfqg.biz,newgoz
dga,yruwvkbnekfnoj,yruwvkbnekfnoj.ru,cryptolocker
dga,1k7sp8x19ffxy71dgt52owxsyqx,1k7sp8x19ffxy71dgt52owxsyqx.com,newgoz
dga,djlxuedgvhkkwh,djlxuedgvhkkwh.com,cryptolocker
dga,lrswcoljdnjvkswacyddife,lrswcoljdnjvkswacyddife.ru,goz
dga,900mc31ef01c6l7k62tzv9twm,900mc31ef01c6l7k62tzv9twm.net,newgoz
dga,u5msm01tzu0g51ley1qkdn2hf2,u5msm01tzu0g51ley1qkdn2hf2.org,gameoverdga
dga,phbgtaxwcbuh,phbgtaxwcbuh.ru,cryptolocker
dga,eqrbbusxbmlgfpy,eqrbbusxbmlgfpy.com,cryptolocker
dga,qdmkhfdadxni,qdmkhfdadxni.ru,cryptolocker
dga,vmwmfhdvbhpvoi,vmwmfhdvbhpvoi.info,cryptolocker
dga,62a90eef8fa161731d232d650e0a2c95,62a90eef8fa161731d232d650e0a2c95.info,bamital
dga,moveroad,moveroad.net,nivdort
dga,1jykakipikx9y1grh71w1jshla7,1jykakipikx9y1grh71w1jshla7.org,newgoz
dga,wo0jssljuahdlmwnnil67zig,wo0jssljuahdlmwnnil67zig.net,gameoverdga
dga,hhtjcqtqyeesmtp,hhtjcqtqyeesmtp.in,necurs
dga,76778bc09c12bcb6775e5ebb53cf5808,76778bc09c12bcb6775e5ebb53cf5808.org,bamital
dga,hbiqpecpcbmy,hbiqpecpcbmy.ru,cryptolocker
dga,qrchowvitgfcex,qrchowvitgfcex.ru,cryptolocker
dga,emnbncsiyudbvw,emnbncsiyudbvw.ru,cryptolocker
dga,pyfqbighvsvlvbm,pyfqbighvsvlvbm.ru,cryptolocker
dga,es1xdr19mxi101wd0fy5112inou,es1xdr19mxi101wd0fy5112inou.net,gameoverdga
dga,18ea0vq1eugaqddv8gfj144nwvu,18ea0vq1eugaqddv8gfj144nwvu.com,newgoz
dga,lbpjtozirfucukeqvczvcfy,lbpjtozirfucukeqvczvcfy.ru,goz
dga,dqbexqcpkztwhuxxivvsqociayvs,dqbexqcpkztwhuxxivvsqociayvs.ru,goz
dga,1lp8rjtjqxgrd1sgcclgmx3kq,1lp8rjtjqxgrd1sgcclgmx3kq.net,newgoz
dga,k46sbf1s7ycru13xzl961j6wtnw,k46sbf1s7ycru13xzl961j6wtnw.org,gameoverdga
dga,ifbkpxfwma,ifbkpxfwma.org,necurs
dga,sr8kf61fpbrqmnew4heozpi8h,sr8kf61fpbrqmnew4heozpi8h.net,gameoverdga
dga,tjtbcnrdvvylybul,tjtbcnrdvvylybul.ug,necurs
dga,7g781d8fq48110yypd10hnxsw,7g781d8fq48110yypd10hnxsw.com,gameoverdga
dga,jumpbreak,jumpbreak.net,nivdort
dga,vcaqeixolnpnzwsvoaqwgetk,vcaqeixolnpnzwsvoaqwgetk.ru,goz
dga,cpfgcpygwvhcbl,cpfgcpygwvhcbl.ru,cryptolocker
dga,scjjpigroutuwp,scjjpigroutuwp.ru,cryptolocker
dga,cogeomkldpq,cogeomkldpq.ki,necurs
dga,axxpvsurjjasfk,axxpvsurjjasfk.su,necurs
dga,12sbxmr40xbkd2zcx1f1egiucv,12sbxmr40xbkd2zcx1f1egiucv.net,newgoz
dga,uwajrunoiduc,uwajrunoiduc.ru,cryptolocker
dga,170ghnb1w80j7jjeh8y26p594v,170ghnb1w80j7jjeh8y26p594v.biz,newgoz
dga,abgxxniucgteenc,abgxxniucgteenc.info,cryptolocker
dga,malydeaobjvnen,malydeaobjvnen.ru,cryptolocker
dga,xqkxvwabitpt,xqkxvwabitpt.ru,cryptolocker
dga,glqlysiaffpyyko,glqlysiaffpyyko.com,cryptolocker
dga,pvlctvgbhuyvrsssip,pvlctvgbhuyvrsssip.jp,necurs
dga,deadjuly,deadjuly.net,nivdort
dga,5vz36x1j6f42sx0vg3d6xdeur,5vz36x1j6f42sx0vg3d6xdeur.biz,newgoz
dga,c6ce50b6d0cdd2d4da1b921a2f128503,c6ce50b6d0cdd2d4da1b921a2f128503.info,bamital
dga,rnyfuvsyofgv,rnyfuvsyofgv.biz,cryptolocker
dga,1klz9qv7919qtox5yz511g2rwv,1klz9qv7919qtox5yz511g2rwv.net,gameoverdga
dga,yymonmuhmkefyu,yymonmuhmkefyu.co.uk,cryptolocker
dga,xtuaqn1kuvpihie1feu5guar,xtuaqn1kuvpihie1feu5guar.com,newgoz
dga,bddpojrfohkool,bddpojrfohkool.ru,cryptolocker
dga,1epgngbd2efcy1w1pgtlp8qm9a,1epgngbd2efcy1w1pgtlp8qm9a.biz,gameoverdga
dga,tgknwucoukwwvbn,tgknwucoukwwvbn.ru,cryptolocker
dga,looinvgjliatq,looinvgjliatq.ru,cryptolocker
dga,smnrosf,smnrosf.mu,necurs
dga,ngwuyaaupopvr,ngwuyaaupopvr.ru,cryptolocker
dga,gladbuild,gladbuild.net,nivdort
dga,urbsdkdljyckwvbikxg,urbsdkdljyckwvbikxg.me,necurs
dga,rpdfcfpcdhntp,rpdfcfpcdhntp.ru,cryptolocker
dga,chgjofaansurrro,chgjofaansurrro.cm,necurs
dga,udluughajuhpat,udluughajuhpat.biz,cryptolocker
dga,drinkrain,drinkrain.net,nivdort
dga,1fedupbqnteq61e5j3n71h2s5pu,1fedupbqnteq61e5j3n71h2s5pu.com,gameoverdga
dga,fqekmeubntbjv,fqekmeubntbjv.ru,cryptolocker
dga,bffviakohca,bffviakohca.co,necurs
dga,beizqofijvckvojtorglzxqkjbp,beizqofijvckvojtorglzxqkjbp.ru,goz
dga,cqymcljthghqjq,cqymcljthghqjq.biz,cryptolocker
dga,wxgukwbmncnmw,wxgukwbmncnmw.ru,cryptolocker
dga,1pgapo41r8fio910zul78153o9t8,1pgapo41r8fio910zul78153o9t8.net,gameoverdga
dga,e8f9be2ab7732eba895dda11b2cf92c9,e8f9be2ab7732eba895dda11b2cf92c9.co.cc,bamital
dga,eyglmkgupgdia,eyglmkgupgdia.ru,cryptolocker
dga,hillshot,hillshot.net,nivdort
dga,txdllcvyhjcephwydypt,txdllcvyhjcephwydypt.la,necurs
dga,humansleep,humansleep.net,nivdort
dga,krrtolrqcpkrwvb,krrtolrqcpkrwvb.ru,cryptolocker
dga,yhhqjbvokrcorzmbtkypozaobwglj,yhhqjbvokrcorzmbtkypozaobwglj.ru,goz
dga,waaypjmoumfto,waaypjmoumfto.ru,cryptolocker
dga,btahdqypypsbp,btahdqypypsbp.biz,cryptolocker
dga,1lb4yzn1deut3jpo6u721acumw0,1lb4yzn1deut3jpo6u721acumw0.net,newgoz
dga,xdlzdprdepzsworkrxwmrobij,xdlzdprdepzsworkrxwmrobij.ru,goz
dga,hmbdsmpmmvbb,hmbdsmpmmvbb.org,cryptolocker
dga,1pkcuis113jrle1nh86kv2vkzbn,1pkcuis113jrle1nh86kv2vkzbn.com,gameoverdga
dga,1vw2xkbz7dvyfkolp51e6owsy,1vw2xkbz7dvyfkolp51e6owsy.com,gameoverdga
dga,felthouse,felthouse.net,nivdort
dga,mdaodtaifpkqkk,mdaodtaifpkqkk.ru,cryptolocker
dga,5945a50a1b7be3dff0a9aa87ae9d5569,5945a50a1b7be3dff0a9aa87ae9d5569.co.cc,bamital
dga,headpaid,headpaid.net,nivdort
legit,empressr,empressr.com,legit
legit,noticiasvenezuela,noticiasvenezuela.info,legit
legit,iptorrents,iptorrents.com,legit
legit,parspal,parspal.com,legit
legit,onlineschooladmissions,onlineschooladmissions.com,legit
legit,jalcard,jalcard.co.jp,legit
legit,shopserve,shopserve.jp,legit
legit,qualcomm,qualcomm.com,legit
legit,location-et-vacances,location-et-vacances.com,legit
legit,unfranchisetraining,unfranchisetraining.com,legit
legit,bonprix,bonprix.ru,alexa
legit,thenorthface,thenorthface.de,legit
legit,adspserving,adspserving.com,legit
legit,misterimprese,misterimprese.it,legit
legit,degrouptest,degrouptest.com,legit
legit,arabymotors,arabymotors.com,alexa
legit,u-szeged,u-szeged.hu,legit
legit,geek,geek.hr,alexa
legit,jqueryui,jqueryui.com,alexa
legit,healthkart,healthkart.com,legit
